forecast_date,target,target_end_date,location,type,quantile,value,timezero,model,truth_data_source,shift_ECDC,shift_JHU,first_commit_date
2022-09-26,4 wk ahead cum death,2022-10-22,GM13,quantile,0.25,16348.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM13,quantile,0.75,16387.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM13,quantile,0.975,16425.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM13,point,,64614.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM13,quantile,0.025,47928.125,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM13,quantile,0.25,59420.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM13,quantile,0.75,70208.25,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM13,quantile,0.975,83395.075,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM13,point,,136.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM13,quantile,0.025,103.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM13,quantile,0.25,124.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM13,quantile,0.75,147.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM13,quantile,0.975,169.04999999999995,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM14,point,,902354.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM14,quantile,0.025,874769.15,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM14,quantile,0.25,892630.25,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM14,quantile,0.75,911272.5,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM14,quantile,0.975,924488.75,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM14,point,,5800.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM14,quantile,0.025,5764.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM14,quantile,0.25,5787.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM14,quantile,0.75,5810.25,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM14,quantile,0.975,5830.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM14,point,,23234.5,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM14,quantile,0.025,10301.025,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM14,quantile,0.25,18518.25,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM14,quantile,0.75,27179.75,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM14,quantile,0.975,33756.92499999999,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM14,point,,35.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM14,quantile,0.025,16.975,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM14,quantile,0.25,28.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM14,quantile,0.75,41.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM14,quantile,0.975,52.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM15,point,,842844.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM15,quantile,0.025,822656.3,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM15,quantile,0.25,833868.75,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM15,quantile,0.75,849700.25,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM15,quantile,0.975,860637.1,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM15,point,,7714.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM15,quantile,0.025,7681.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM15,quantile,0.25,7702.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM15,quantile,0.75,7726.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM15,quantile,0.975,7747.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM15,point,,15392.5,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM15,quantile,0.025,6216.125000000001,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM15,quantile,0.25,11149.5,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM15,quantile,0.75,18658.25,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM15,quantile,0.975,23644.05,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM15,point,,33.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM15,quantile,0.025,14.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM15,quantile,0.25,26.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM15,quantile,0.75,39.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM15,quantile,0.975,53.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM16,point,,1327414.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM16,quantile,0.025,1302473.4,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM16,quantile,0.25,1318412.75,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM16,quantile,0.75,1337866.5,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum case,2022-10-22,GM16,quantile,0.975,1358468.45,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM16,point,,4928.5,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM16,quantile,0.025,4894.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM16,quantile,0.25,4916.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM16,quantile,0.75,4943.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead cum death,2022-10-22,GM16,quantile,0.975,4971.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM16,point,,24084.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM16,quantile,0.025,12682.125,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM16,quantile,0.25,19898.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM16,quantile,0.75,29004.250000000004,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc case,2022-10-22,GM16,quantile,0.975,39496.575,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM16,point,,41.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM16,quantile,0.025,22.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM16,quantile,0.25,34.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM16,quantile,0.75,48.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-09-26,4 wk ahead inc death,2022-10-22,GM16,quantile,0.975,66.0,2022-09-26,ITWW-county_repro,ECDC,0.0,,2022-10-02
2022-08-08,-1 wk ahead cum case,2022-07-30,PL,observed,,6069016.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,-1 wk ahead cum death,2022-07-30,PL,observed,,116570.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,-1 wk ahead inc case,2022-07-30,PL,observed,,20605.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,-1 wk ahead inc death,2022-07-30,PL,observed,,60.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,0 wk ahead cum case,2022-08-06,PL,observed,,6093571.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,0 wk ahead cum death,2022-08-06,PL,observed,,116660.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,0 wk ahead inc case,2022-08-06,PL,observed,,24555.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,0 wk ahead inc death,2022-08-06,PL,observed,,90.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum case,2022-08-13,PL,point,,6118602.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum case,2022-08-13,PL,quantile,0.025,6113021.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum case,2022-08-13,PL,quantile,0.25,6115874.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum case,2022-08-13,PL,quantile,0.75,6121785.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum case,2022-08-13,PL,quantile,0.975,6124345.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum death,2022-08-13,PL,point,,116761.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum death,2022-08-13,PL,quantile,0.025,116727.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum death,2022-08-13,PL,quantile,0.25,116740.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum death,2022-08-13,PL,quantile,0.75,116784.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,1 wk ahead cum death,2022-08-13,PL,quantile,0.975,116813.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc case,2022-08-13,PL,point,,25031.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc case,2022-08-13,PL,quantile,0.025,19450.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc case,2022-08-13,PL,quantile,0.25,22303.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc case,2022-08-13,PL,quantile,0.75,28214.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc case,2022-08-13,PL,quantile,0.975,30774.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc death,2022-08-13,PL,point,,101.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc death,2022-08-13,PL,quantile,0.025,67.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc death,2022-08-13,PL,quantile,0.25,80.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc death,2022-08-13,PL,quantile,0.75,124.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,1 wk ahead inc death,2022-08-13,PL,quantile,0.975,153.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum case,2022-08-20,PL,point,,6141086.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum case,2022-08-20,PL,quantile,0.025,6127561.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum case,2022-08-20,PL,quantile,0.25,6133642.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum case,2022-08-20,PL,quantile,0.75,6148823.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum case,2022-08-20,PL,quantile,0.975,6153782.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum death,2022-08-20,PL,point,,116907.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum death,2022-08-20,PL,quantile,0.025,116828.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum death,2022-08-20,PL,quantile,0.25,116859.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum death,2022-08-20,PL,quantile,0.75,116959.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,2 wk ahead cum death,2022-08-20,PL,quantile,0.975,117026.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc case,2022-08-20,PL,point,,22483.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc case,2022-08-20,PL,quantile,0.025,14540.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc case,2022-08-20,PL,quantile,0.25,17768.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc case,2022-08-20,PL,quantile,0.75,27038.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc case,2022-08-20,PL,quantile,0.975,29437.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc death,2022-08-20,PL,point,,146.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc death,2022-08-20,PL,quantile,0.025,101.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc death,2022-08-20,PL,quantile,0.25,119.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc death,2022-08-20,PL,quantile,0.75,175.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,2 wk ahead inc death,2022-08-20,PL,quantile,0.975,213.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum case,2022-08-27,PL,point,,6158705.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum case,2022-08-27,PL,quantile,0.025,6137203.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum case,2022-08-27,PL,quantile,0.25,6146060.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum case,2022-08-27,PL,quantile,0.75,6171214.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum case,2022-08-27,PL,quantile,0.975,6178181.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum death,2022-08-27,PL,point,,117092.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum death,2022-08-27,PL,quantile,0.025,116964.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum death,2022-08-27,PL,quantile,0.25,117015.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum death,2022-08-27,PL,quantile,0.75,117172.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,3 wk ahead cum death,2022-08-27,PL,quantile,0.975,117272.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc case,2022-08-27,PL,point,,17618.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc case,2022-08-27,PL,quantile,0.025,9642.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc case,2022-08-27,PL,quantile,0.25,12418.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc case,2022-08-27,PL,quantile,0.75,22391.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc case,2022-08-27,PL,quantile,0.975,24399.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc death,2022-08-27,PL,point,,184.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc death,2022-08-27,PL,quantile,0.025,136.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc death,2022-08-27,PL,quantile,0.25,156.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc death,2022-08-27,PL,quantile,0.75,213.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,3 wk ahead inc death,2022-08-27,PL,quantile,0.975,246.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum case,2022-09-03,PL,point,,6171176.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum case,2022-09-03,PL,quantile,0.025,6143026.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum case,2022-09-03,PL,quantile,0.25,6153964.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum case,2022-09-03,PL,quantile,0.75,6187625.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum case,2022-09-03,PL,quantile,0.975,6196313.0,2022-08-08,MOCOS-agent1,JHU,-523360.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum death,2022-09-03,PL,point,,117296.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum death,2022-09-03,PL,quantile,0.025,117127.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum death,2022-09-03,PL,quantile,0.25,117201.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum death,2022-09-03,PL,quantile,0.75,117391.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,4 wk ahead cum death,2022-09-03,PL,quantile,0.975,117518.0,2022-08-08,MOCOS-agent1,JHU,-3810.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc case,2022-09-03,PL,point,,12471.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc case,2022-09-03,PL,quantile,0.025,5823.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc case,2022-09-03,PL,quantile,0.25,7904.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc case,2022-09-03,PL,quantile,0.75,16411.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc case,2022-09-03,PL,quantile,0.975,18132.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc death,2022-09-03,PL,point,,203.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc death,2022-09-03,PL,quantile,0.025,163.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc death,2022-09-03,PL,quantile,0.25,186.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc death,2022-09-03,PL,quantile,0.75,219.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-08,4 wk ahead inc death,2022-09-03,PL,quantile,0.975,246.0,2022-08-08,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,-1 wk ahead cum case,2022-08-06,PL,observed,,6093571.0,2022-08-15,MOCOS-agent1,JHU,-528053.0,0.0,2022-10-02
2022-08-15,-1 wk ahead cum death,2022-08-06,PL,observed,,116660.0,2022-08-15,MOCOS-agent1,JHU,-3848.0,0.0,2022-10-02
2022-08-15,-1 wk ahead inc case,2022-08-06,PL,observed,,24555.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,-1 wk ahead inc death,2022-08-06,PL,observed,,90.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,0 wk ahead cum case,2022-08-13,PL,observed,,6118482.0,2022-08-15,MOCOS-agent1,JHU,-528053.0,0.0,2022-10-02
2022-08-15,0 wk ahead cum death,2022-08-13,PL,observed,,116773.0,2022-08-15,MOCOS-agent1,JHU,-3848.0,0.0,2022-10-02
2022-08-15,0 wk ahead inc case,2022-08-13,PL,observed,,24911.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,0 wk ahead inc death,2022-08-13,PL,observed,,113.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum case,2022-08-20,PL,point,,6140255.0,2022-08-15,MOCOS-agent1,JHU,-528053.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum case,2022-08-20,PL,quantile,0.025,6135067.0,2022-08-15,MOCOS-agent1,JHU,-528053.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum case,2022-08-20,PL,quantile,0.25,6137768.0,2022-08-15,MOCOS-agent1,JHU,-528053.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum case,2022-08-20,PL,quantile,0.75,6142115.0,2022-08-15,MOCOS-agent1,JHU,-528053.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum case,2022-08-20,PL,quantile,0.975,6145787.0,2022-08-15,MOCOS-agent1,JHU,-528053.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum death,2022-08-20,PL,point,,116913.0,2022-08-15,MOCOS-agent1,JHU,-3848.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum death,2022-08-20,PL,quantile,0.025,116875.0,2022-08-15,MOCOS-agent1,JHU,-3848.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum death,2022-08-20,PL,quantile,0.25,116894.0,2022-08-15,MOCOS-agent1,JHU,-3848.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum death,2022-08-20,PL,quantile,0.75,116928.0,2022-08-15,MOCOS-agent1,JHU,-3848.0,0.0,2022-10-02
2022-08-15,1 wk ahead cum death,2022-08-20,PL,quantile,0.975,116979.0,2022-08-15,MOCOS-agent1,JHU,-3848.0,0.0,2022-10-02
2022-08-15,1 wk ahead inc case,2022-08-20,PL,point,,21773.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,1 wk ahead inc case,2022-08-20,PL,quantile,0.025,16585.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,1 wk ahead inc case,2022-08-20,PL,quantile,0.25,19286.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
2022-08-15,1 wk ahead inc case,2022-08-20,PL,quantile,0.75,23633.0,2022-08-15,MOCOS-agent1,JHU,0.0,0.0,2022-10-02
